entry_time,exit_time,entry_price,exit_price,peak_profit,pnl,exit_reason
2015-02-05 09:55:00+05:30,2015-02-05 10:45:00+05:30,8740.95,8748.25,23.85,7.3,PEAK_STAGNANT
2015-02-05 14:10:00+05:30,2015-02-05 14:40:00+05:30,8824.15,8793.2,1.9,-30.95,ST_TOUCH
2015-02-10 09:50:00+05:30,2015-02-10 12:00:00+05:30,8593.25,8601.1,47.1,7.85,PEAK_STAGNANT
2015-02-11 10:10:00+05:30,2015-02-11 10:45:00+05:30,8609.85,8603.3,15.95,-6.55,PEAK_STAGNANT
2015-02-13 09:40:00+05:30,2015-02-13 10:20:00+05:30,8760.9,8752.7,3.35,-8.2,PEAK_STAGNANT
2015-02-16 10:35:00+05:30,2015-02-16 11:15:00+05:30,8868.5,8835.05,0.0,-33.45,ST_TOUCH
2015-02-18 10:00:00+05:30,2015-02-18 11:20:00+05:30,8848.85,8851.0,8.65,2.15,PEAK_STAGNANT
2015-02-19 10:15:00+05:30,2015-02-19 10:35:00+05:30,8895.05,8866.5,0.0,-28.55,ST_TOUCH
2015-02-27 13:50:00+05:30,2015-02-27 15:15:00+05:30,8820.85,8840.5,30.7,19.65,EOD_EXIT
2015-02-28 09:40:00+05:30,2015-02-28 11:30:00+05:30,8910.65,8886.35,13.0,-24.3,ST_TOUCH
2015-03-02 09:45:00+05:30,2015-03-02 10:45:00+05:30,8960.55,8933.1,10.3,-27.45,PEAK_STAGNANT
2015-03-11 10:05:00+05:30,2015-03-11 10:40:00+05:30,8738.25,8726.95,1.4,-11.3,PEAK_STAGNANT
2015-03-11 14:20:00+05:30,2015-03-11 15:00:00+05:30,8752.3,8703.8,0.0,-48.5,ST_TOUCH
2015-03-12 10:45:00+05:30,2015-03-12 15:15:00+05:30,8767.75,8774.95,12.5,7.2,EOD_EXIT
2015-03-17 10:00:00+05:30,2015-03-17 10:50:00+05:30,8713.3,8721.4,13.4,8.1,PEAK_STAGNANT
2015-03-17 11:00:00+05:30,2015-03-17 12:00:00+05:30,8722.75,8698.15,8.05,-24.6,ST_TOUCH
2015-03-19 09:40:00+05:30,2015-03-19 10:35:00+05:30,8775.7,8764.7,10.55,-11.0,PEAK_STAGNANT
2015-03-24 10:00:00+05:30,2015-03-24 10:45:00+05:30,8578.05,8577.85,2.35,-0.2,PEAK_STAGNANT
2015-03-24 11:20:00+05:30,2015-03-24 12:00:00+05:30,8590.25,8576.1,10.85,-14.15,ST_TOUCH
2015-03-24 14:05:00+05:30,2015-03-24 14:40:00+05:30,8605.7,8578.85,15.9,-26.85,ST_TOUCH
2015-03-27 13:35:00+05:30,2015-03-27 15:15:00+05:30,8351.15,8339.65,3.65,-11.5,EOD_EXIT
2015-03-30 09:45:00+05:30,2015-03-30 10:30:00+05:30,8404.85,8409.95,5.85,5.1,PEAK_STAGNANT
2015-03-30 10:40:00+05:30,2015-03-30 11:15:00+05:30,8427.2,8416.65,2.1,-10.55,PEAK_STAGNANT
2015-03-30 13:45:00+05:30,2015-03-30 15:15:00+05:30,8459.85,8486.5,32.65,26.65,EOD_EXIT
2015-03-31 09:45:00+05:30,2015-03-31 11:15:00+05:30,8521.6,8517.2,5.7,-4.4,PEAK_STAGNANT
2015-03-31 13:30:00+05:30,2015-03-31 14:15:00+05:30,8539.2,8508.65,3.45,-30.55,ST_TOUCH
2015-04-01 13:30:00+05:30,2015-04-01 15:15:00+05:30,8527.1,8589.6,62.5,62.5,EOD_EXIT
2015-04-06 13:50:00+05:30,2015-04-06 15:15:00+05:30,8622.95,8662.85,39.9,39.9,EOD_EXIT
2015-04-08 11:15:00+05:30,2015-04-08 12:40:00+05:30,8703.85,8714.0,21.85,10.15,PEAK_STAGNANT
