direction,entry_tier,entry_time,exit_time,entry_price,exit_price,sl_at_entry,sl_at_exit,be_triggered,pnl,mfe_pts,mae_pts,peak_profit_pts,exit_reason,holding_mins,holding_time,opt_dS,opt_delta_entry,opt_delta_exit,opt_gamma,opt_theta_daily,opt_vega,opt_vix_entry,opt_vix_exit,opt_vix_chg,opt_delta_effect,opt_gamma_effect,opt_gamma_pnl,opt_theta_effect,opt_vega_effect,opt_change,opt_pnl_per_lot,opt_gross_pnl,opt_slippage,opt_pnl_total,opt_breakeven_dS
long,C,2024-12-13 11:55:00+05:30,2024-12-13 13:15:00+05:30,24545.3,24608.35,24477.90794790907,24637.339857217456,True,63.05,142.9,47.4,122.65,TRAIL_SL,80,1H:20M,63.05,0.2,0.25044,0.0008,-10.0,6.0,,,0.0,14.0411,0.0,119.2591,-2.1333,0.0,11.9078,11.9078,893.08,50.0,843.08,10.4483
short,C,2024-12-17 09:30:00+05:30,2024-12-17 10:40:00+05:30,24589.7,24449.15,24609.3233486534,24428.707482474674,True,140.55,205.95,0.0,177.7,TRAIL_SL,70,1H:10M,-140.55,-0.2,-0.31244,0.0008,-10.0,6.0,,,0.0,35.2215,0.0,592.6291,-1.8667,0.0,33.3549,33.3549,2501.62,50.0,2451.62,-9.1653
short,B,2024-12-17 10:40:00+05:30,2024-12-17 10:55:00+05:30,24449.15,24485.65,24473.934772680896,24473.934772680896,False,-36.5,15.4,44.0,2.9,STOP_LOSS,15,0H:15M,36.5,-0.2,-0.1708,0.0008,-10.0,6.0,,,0.0,-6.8204,0.0,39.9675,-0.4,0.0,-7.2204,-7.2204,-541.53,50.0,-591.53,-1.9921
short,B,2024-12-17 11:10:00+05:30,2024-12-17 12:00:00+05:30,24467.85,24402.65,24491.707461637452,24401.538771513297,True,65.2,101.45,20.25,84.05,TRAIL_SL,50,0H:50M,-65.2,-0.2,-0.25216,0.0008,-10.0,6.0,,,0.0,14.5704,0.0,127.5312,-1.3333,0.0,13.237,13.237,992.78,50.0,942.78,-6.5801
short,B,2024-12-17 12:00:00+05:30,2024-12-17 12:25:00+05:30,24402.65,24427.8,24425.732002472738,24425.732002472738,False,-25.15,43.4,29.05,38.4,STOP_LOSS,25,0H:25M,25.15,-0.2,-0.17988,0.0008,-10.0,6.0,,,0.0,-4.8023,0.0,18.9757,-0.6667,0.0,-5.469,-5.469,-410.17,50.0,-460.17,-3.3114
short,B,2024-12-18 09:30:00+05:30,2024-12-18 09:35:00+05:30,24313.0,24348.9,24336.835893310385,24336.835893310385,False,-35.9,11.9,40.8,0.0,STOP_LOSS,5,0H:05M,35.9,-0.2,-0.17128,0.0008,-10.0,6.0,,,0.0,-6.716,0.0,38.6643,-0.1333,0.0,-6.8494,-6.8494,-513.7,50.0,-563.7,-0.6658
short,B,2024-12-18 10:20:00+05:30,2024-12-18 10:40:00+05:30,24272.05,24301.1,24300.908008997078,24300.908008997078,False,-29.05,17.1,33.85,14.6,STOP_LOSS,20,0H:20M,29.05,-0.2,-0.17676,0.0008,-10.0,6.0,,,0.0,-5.5062,0.0,25.3171,-0.5333,0.0,-6.0395,-6.0395,-452.96,50.0,-502.96,-2.6526
short,B,2024-12-18 11:15:00+05:30,2024-12-18 11:25:00+05:30,24224.65,24246.4,24246.3151395119,24246.3151395119,False,-21.75,15.85,31.65,4.05,STOP_LOSS,10,0H:10M,21.75,-0.2,-0.1826,0.0008,-10.0,6.0,,,0.0,-4.1797,0.0,14.1919,-0.2667,0.0,-4.4464,-4.4464,-333.48,50.0,-383.48,-1.3298
short,C,2024-12-19 09:30:00+05:30,2024-12-19 09:40:00+05:30,23906.7,23985.1,23947.690793799993,23947.690793799993,False,-78.4,4.85,92.9,0.0,STOP_LOSS,10,0H:10M,78.4,-0.2,-0.13728,0.0008,-10.0,6.0,,,0.0,-13.4672,0.0,184.3968,-0.2667,0.0,-13.7339,-13.7339,-1030.04,50.0,-1080.04,-1.3298
short,B,2024-12-19 10:00:00+05:30,2024-12-19 15:10:00+05:30,23965.7,23945.55,24001.329358282004,24001.329358282004,False,20.15,48.3,39.2,41.7,SOFT_EOD_EXIT,310,5H:10M,-20.15,-0.2,-0.21612,0.0008,-10.0,6.0,,,0.0,4.1762,0.0,12.1807,-8.2667,0.0,-4.0905,-4.0905,-306.79,50.0,-356.79,-38.3863
long,C,2024-12-20 09:40:00+05:30,2024-12-20 09:45:00+05:30,24045.95,23862.65,23997.22006385611,23997.22006385611,False,-183.3,5.9,191.45,0.0,STOP_LOSS,5,0H:05M,-183.3,0.2,0.05336,0.0008,-10.0,6.0,,,0.0,-24.5644,0.0,1007.9667,-0.1333,0.0,-24.6977,-24.6977,-1852.33,50.0,-1902.33,0.6658
short,C,2024-12-20 09:50:00+05:30,2024-12-20 10:15:00+05:30,23873.55,23944.9,23920.324664467546,23920.324664467546,False,-71.35,66.25,87.25,58.2,STOP_LOSS,25,0H:25M,71.35,-0.2,-0.14292,0.0008,-10.0,6.0,,,0.0,-12.4373,0.0,152.7247,-0.6667,0.0,-13.104,-13.104,-982.8,50.0,-1032.8,-3.3114
short,B,2024-12-20 10:20:00+05:30,2024-12-20 10:35:00+05:30,23881.4,23944.6,23930.402589949976,23930.402589949976,False,-63.2,13.3,69.4,0.0,STOP_LOSS,15,0H:15M,63.2,-0.2,-0.14944,0.0008,-10.0,6.0,,,0.0,-11.2021,0.0,119.8272,-0.4,0.0,-11.6021,-11.6021,-870.16,50.0,-920.16,-1.9921
long,C,2024-12-23 10:00:00+05:30,2024-12-23 11:35:00+05:30,23782.5,23843.8,23720.49775513312,23846.918473919577,True,61.3,87.05,54.75,80.25,TRAIL_SL,95,1H:35M,61.3,0.2,0.24904,0.0008,-10.0,6.0,,,0.0,13.6128,0.0,112.7307,-2.5333,0.0,11.0794,11.0794,830.96,50.0,780.96,12.3611
long,A,2024-12-23 11:35:00+05:30,2024-12-23 11:55:00+05:30,23843.8,23808.0,23814.167396376964,23814.167396376964,False,-35.8,17.1,38.35,13.35,STOP_LOSS,20,0H:20M,-35.8,0.2,0.17136,0.0008,-10.0,6.0,,,0.0,-6.6986,0.0,38.4492,-0.5333,0.0,-7.2319,-7.2319,-542.4,50.0,-592.4,2.6526
short,C,2024-12-23 13:15:00+05:30,2024-12-23 13:40:00+05:30,23682.35,23704.9,23704.64191726965,23704.64191726965,False,-22.55,35.15,24.8,33.55,STOP_LOSS,25,0H:25M,22.55,-0.2,-0.18196,0.0008,-10.0,6.0,,,0.0,-4.3269,0.0,15.2551,-0.6667,0.0,-4.9936,-4.9936,-374.52,50.0,-424.52,-3.3114
long,C,2024-12-24 10:15:00+05:30,2024-12-24 12:00:00+05:30,23835.3,23799.45,23803.307683683266,23803.307683683266,False,-35.85,32.35,38.25,29.15,STOP_LOSS,105,1H:45M,-35.85,0.2,0.17132,0.0008,-10.0,6.0,,,0.0,-6.7073,0.0,38.5567,-2.8,0.0,-9.5073,-9.5073,-713.05,50.0,-763.05,13.6285
long,C,2024-12-26 09:30:00+05:30,2024-12-26 10:00:00+05:30,23816.25,23775.15,23776.377852763402,23776.377852763402,False,-41.1,22.85,51.9,7.15,STOP_LOSS,30,0H:30M,-41.1,0.2,0.16712,0.0008,-10.0,6.0,,,0.0,-7.6119,0.0,50.6763,-0.8,0.0,-8.4119,-8.4119,-630.89,50.0,-680.89,3.9685
